file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,label
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_03\03-01-01-01-02-01-03.wav,0 days,0 days 00:00:03.503499999,27.724579,0.12710059,25.141754,28.601553,30.483902,5.342148,88.66363,147.59499,24.508358,19.240414,0.19651154,1.3395628,0.005340172,0.026542177,0.3272441,0.32190394,4.6486735,3.3550742,5.675365,3.3622205,0.03528924,1.1990707,1.4175229,0.7179242,3.771577,1.0257734,0.51253563,9.063195,15.652386,0.4703041,537.7167,0.46456116,1102.2006,0.21147215,-139.78816,-0.63966256,1604.9718,0.1758526,-139.04626,-0.6190882,2550.0852,0.11939958,-139.61592,-0.6105636,-10.425363,-0.6969239,17.585495,0.41897443,0.10457762,0.21632627,-0.0145522505,-0.6182793,-3.3895543,11.581954,0.060952663,0.007959198,2.0057306,1.1627908,0.275,0.21742815,0.45,0.46350834,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_03\03-01-01-01-02-02-03.wav,0 days,0 days 00:00:03.470145833,27.78292,0.16417915,22.521479,29.814201,31.203932,8.682453,70.80163,42.55014,18.100077,16.477495,0.20379235,1.4369633,0.014230107,0.031923592,0.31525886,0.30102876,3.9555163,3.5954137,5.1329536,2.7428875,0.03655405,1.3353524,1.7627275,0.68099535,3.1195002,1.5506908,1.9600792,2.336215,17.379593,0.37817472,671.4954,0.49164236,1057.9762,0.25309938,-131.05623,-0.7094027,1724.583,0.20403036,-134.04842,-0.654539,2736.4412,0.19447447,-135.4192,-0.63441366,-11.351726,-0.6465725,18.128716,0.42186674,0.10245583,0.22785266,-0.015663445,-0.6989654,-1.986708,8.912176,0.066217765,0.006761832,2.0231214,1.1730206,0.295,0.20031224,0.53249997,0.44403684,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_04\03-01-01-01-01-01-04.wav,0 days,0 days 00:00:03.303291667,37.438076,0.12336463,32.69398,37.54129,43.877396,11.183414,55.66402,45.341465,26.641436,4.095155,0.13136707,1.4057204,0.001284528,0.012633412,0.27018213,0.2688976,4.38942,2.5035317,3.8629756,2.0835414,0.03138029,1.0704803,1.2935035,0.69624984,7.900356,0.5433913,8.090195,1.0794748,17.70604,0.6336939,622.4287,0.46253413,1200.7155,0.2909774,-145.86368,-0.5753359,1589.3069,0.2114578,-138.43414,-0.61837393,2768.4487,0.11142446,-140.76447,-0.58436924,-9.160336,-0.8304349,18.771332,0.5089858,0.13291748,0.2510689,-0.008282676,-1.3712358,-2.143286,9.480457,0.110920504,0.01353265,2.7355623,1.2345679,0.265,0.13086252,0.52,0.470691,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_04\03-01-01-01-01-02-04.wav,0 days,0 days 00:00:03.370041667,37.25952,0.10806805,33.13789,37.235603,42.796326,9.658436,22.93529,7.198884,22.130835,4.3225613,0.13943367,1.4191586,0.0030586682,0.013379368,0.28718787,0.2841292,4.297448,2.4410608,4.1110973,2.5559618,0.028578902,1.1019336,1.3410645,0.8418295,8.364905,0.45051205,8.424153,1.0790768,20.042545,0.4916011,593.80786,0.42107642,1177.2703,0.26358372,-149.61125,-0.5524144,1600.8684,0.20649272,-139.32472,-0.6126095,2821.325,0.10547649,-141.92029,-0.5746619,-10.504564,-0.8072445,20.184069,0.508279,0.13244362,0.18618058,-0.012886608,-0.9303825,-3.2072139,10.515179,0.1161818,0.010767224,2.6785715,1.2084593,0.26749998,0.08257572,0.43400002,0.4786063,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_04\03-01-01-01-02-01-04.wav,0 days,0 days 00:00:03.269937500,36.36179,0.0923483,33.65219,35.219566,39.259373,5.6071815,101.19879,102.82913,20.586605,3.441185,0.12917301,1.4443549,0.0010339657,0.009911762,0.27484113,0.27380717,2.640879,1.6322662,1.5992479,0.5685852,0.025314886,1.0124348,0.9632184,0.75328296,7.6151133,0.53738207,7.156481,1.0898517,24.837503,0.40243378,545.29175,0.32560337,1213.6653,0.21321362,-146.12752,-0.59330875,1537.8225,0.16434936,-137.57939,-0.6322382,2755.3503,0.12320978,-140.95302,-0.5827901,-10.468256,-0.74115044,22.291277,0.45980498,0.15040395,0.17797181,-0.011784174,-1.023363,-3.1676426,10.1545105,0.12390082,0.01601016,1.8461539,0.93750006,0.35333332,0.094633795,0.5175,0.4778271,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_04\03-01-01-01-02-02-04.wav,0 days,0 days 00:00:03.236562500,35.4275,0.09153127,32.480328,34.7921,37.71865,5.238323,95.686356,57.435036,24.599264,12.184503,0.11545853,1.4403828,0.0010339657,0.010279043,0.25283742,0.25180346,2.7652724,1.5475696,2.92815,1.6564286,0.02785699,0.8635212,1.1782035,0.86689806,6.859425,0.6241234,6.9810967,1.0231203,24.34134,0.37186792,523.3522,0.3579593,1174.3215,0.18802844,-148.98392,-0.56723934,1532.9683,0.16601728,-142.42313,-0.58835065,2713.286,0.10470972,-144.97281,-0.55186373,-10.695643,-0.690163,21.290792,0.46375507,0.1448608,0.1684897,-0.012749001,-0.69329,-3.8845804,11.060603,0.120508775,0.014556852,2.173913,1.5772872,0.19,0.086486995,0.42,0.46968073,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_05\03-01-01-01-01-01-05.wav,0 days,0 days 00:00:03.603604167,25.341387,0.12457221,23.20589,26.70432,27.90271,4.6968193,95.316,64.19163,30.22142,1.9346824,0.08108032,1.3422184,0.0072753527,0.0164575,0.15002176,0.1427464,2.7842598,1.5767204,2.0953226,0.9593467,0.040078472,1.0738949,1.7590556,0.92897844,3.515413,1.3658371,4.3686213,2.9474602,22.431322,0.30722407,478.21487,0.37313217,1242.1113,0.19799106,-150.30663,-0.5433528,1464.095,0.18930528,-152.58876,-0.5063791,2502.858,0.10840759,-154.42072,-0.48054168,-13.812299,-0.5826789,22.921871,0.36222732,0.05802439,0.6200591,-0.01636645,-0.77926654,-10.283462,22.00795,0.0008504176,0.008931425,2.5069637,1.9774011,0.12142857,0.04580348,0.3175,0.40211162,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_05\03-01-01-01-01-02-05.wav,0 days,0 days 00:00:03.636979167,22.50394,0.14258385,19.464546,22.308624,26.569683,7.105137,190.54361,151.56334,16.865294,21.682686,0.07754653,1.3765153,0.0075647254,0.026365448,0.14289553,0.13533081,2.612687,1.5546625,2.0628335,1.2744657,0.16687432,1.9746443,2.5891025,0.80953854,2.0422287,1.5805223,3.9513998,1.0380276,20.405838,0.3815591,444.8319,0.39113408,1209.7278,0.24589656,-155.91861,-0.50302154,1456.6245,0.18859509,-157.98389,-0.47183472,2444.1526,0.11216101,-159.04323,-0.45653862,-12.467887,-0.643072,21.022713,0.3978617,0.029411433,1.3078339,-0.01681251,-0.64717424,-8.673776,20.68345,-2.372922e-05,0.010607058,2.486188,1.9607843,0.108571425,0.033135466,0.33249998,0.3919104,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_05\03-01-01-01-02-01-05.wav,0 days,0 days 00:00:03.103083333,25.172665,0.26553753,22.214855,25.326775,26.552212,4.3373566,29.950932,42.93976,71.29375,0.0,0.115484506,1.3318285,0.0077837557,0.020323956,0.2327013,0.22491755,2.9683504,1.6657463,3.1668065,1.859273,0.03859662,1.3307977,1.5541666,0.8119125,1.7727859,2.4482293,3.9708107,1.0277227,18.922844,0.41876924,561.4617,0.48083958,1233.262,0.22998287,-140.43456,-0.624792,1599.6923,0.22590503,-137.05487,-0.62849754,2607.1936,0.15352765,-138.8076,-0.6019591,-10.59892,-0.8780809,18.611662,0.54264116,0.067907184,0.45298845,-0.012971963,-1.06257,-9.2500105,20.097317,0.0029358936,0.012995964,2.588997,1.6447369,0.19399999,0.15473849,0.39,0.4232257,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_05\03-01-01-01-02-02-05.wav,0 days,0 days 00:00:03.603604167,24.831749,0.30832005,21.19956,23.297867,27.01337,5.8138103,49.484253,33.37784,132.06682,0.0,0.09262594,1.2979647,0.0068078414,0.017014986,0.19257835,0.18577051,2.5020132,1.4765642,2.0944948,1.3942873,0.046714056,1.1579359,1.928321,0.76995283,2.821238,1.2484373,3.2113538,1.5138491,22.89201,0.488515,470.7317,0.40327162,1248.1383,0.18449189,-142.52065,-0.6168432,1414.7626,0.18686493,-143.98987,-0.57689565,2490.5112,0.12553819,-145.74278,-0.5483116,-12.950461,-0.7408644,22.066833,0.5078163,0.059178222,0.6148495,-0.014903962,-0.7108312,-9.320921,19.723656,0.0041133203,0.008059956,2.5069637,1.6949153,0.17166665,0.09788031,0.34,0.4425898,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-01-01-01-01-06.wav,0 days,0 days 00:00:03.336666667,36.356518,0.09750551,33.62629,36.801216,40.100708,6.4744186,46.124672,40.241207,66.51263,34.91495,0.10421424,1.3528631,0.0077707586,0.015366541,0.19972974,0.19195898,2.0333743,1.2446225,2.4441326,1.734465,0.029882194,1.347571,1.2582932,0.7190012,6.838357,0.9234991,5.1267576,2.1112459,14.647558,0.60603726,516.8527,0.3820487,1212.193,0.232022,-155.81123,-0.5130878,1551.6257,0.18503778,-143.34921,-0.5857024,2554.1868,0.11086816,-145.13968,-0.55898505,-9.4379015,-0.8571049,19.20862,0.46676546,0.119887464,0.19808784,-0.010968121,-1.0802866,0.92863214,6.502924,0.07108178,0.01057548,2.4096386,1.8348624,0.15666667,0.085958645,0.3142857,0.4255033,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-01-01-01-02-06.wav,0 days,0 days 00:00:03.603604167,36.43207,0.0679066,34.321278,37.2601,38.295628,3.97435,18.58964,10.20937,33.757793,24.450827,0.13128044,1.2422479,0.010381141,0.03250513,0.21944082,0.20905967,2.3624551,1.1133648,2.6377094,1.899576,0.025356138,1.1986542,1.033962,0.7112607,7.2496395,0.79312724,3.115106,3.1064568,12.641282,0.65805393,459.78384,0.35645753,1185.1765,0.24309841,-149.24574,-0.56040084,1538.0386,0.16685419,-129.53227,-0.6862309,2539.6953,0.10698026,-130.75656,-0.6665724,-8.83709,-0.75942934,17.867935,0.43122885,0.10949045,0.32407537,-0.011927667,-1.0809731,-2.2563477,9.7859745,0.051645096,0.0068598962,2.2284124,1.6949153,0.21166666,0.09154537,0.355,0.45002776,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-01-01-02-01-06.wav,0 days,0 days 00:00:03.403395833,36.129135,0.076394215,34.420418,36.052258,38.537003,4.116585,12.879044,26.35283,10.209727,2.633936,0.1306413,1.3796041,0.010560619,0.019610107,0.24897264,0.23841202,2.5119195,1.215536,2.3714926,1.4570355,0.02219076,1.4735662,0.95871097,0.862102,8.570693,0.48945013,5.169274,1.9126339,16.769785,0.572066,448.2987,0.39681274,1159.745,0.23886625,-153.00208,-0.5404682,1515.4702,0.17784739,-133.59906,-0.6620451,2546.624,0.11460082,-135.3727,-0.6348772,-8.905518,-0.7842551,18.031744,0.43797097,0.1191691,0.2027071,-0.012323686,-0.95448357,-3.6927576,10.873659,0.053958114,0.0071565285,1.7699115,1.497006,0.22799999,0.12560254,0.41599998,0.43232393,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-01-01-02-02-06.wav,0 days,0 days 00:00:03.436770833,35.93438,0.06141842,34.24123,36.534737,37.75035,3.509121,58.964123,74.67872,10.453835,10.9303665,0.12753421,1.2801387,0.009494246,0.018907944,0.24694784,0.2374536,2.703267,1.1596311,2.6578271,1.3795798,0.018423755,1.0537705,1.1035105,0.7793167,8.088599,0.48518348,5.0806627,1.9470627,17.591032,0.45883918,505.98874,0.44976422,1128.047,0.21662506,-142.71542,-0.6094264,1564.4106,0.20123155,-130.94556,-0.6760448,2584.6035,0.1255908,-132.91487,-0.64556736,-10.219927,-0.6995434,19.090128,0.42959416,0.12218895,0.24172688,-0.012686279,-0.8879593,-1.1065403,7.919027,0.06398559,0.007693525,2.0467837,1.4836795,0.242,0.1231909,0.408,0.43888038,neutral
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-01-01-01-01-07.wav,0 days,0 days 00:00:03.903916667,25.956709,0.1447336,23.0358,24.38891,30.512096,7.4762955,139.92142,113.53189,18.63139,8.472379,0.13494052,1.1410121,0.015759949,0.05859248,0.24560368,0.22984374,2.0909739,1.1588364,2.7232418,1.6334465,0.02913017,0.88699955,1.2159253,0.754514,4.5354285,0.758757,3.989503,1.4559983,19.630459,0.38509357,463.5497,0.42758992,1136.6614,0.24700706,-125.94862,-0.7382473,1474.0043,0.19773823,-129.75615,-0.67171,2445.6255,0.117865324,-130.92668,-0.65358084,-14.169522,-0.5135729,21.82711,0.37797818,0.061130747,0.5578791,-0.022110732,-0.61208,-3.3086727,11.405684,0.04346054,0.0066996343,2.0565553,1.5625,0.23833333,0.120611854,0.3783333,0.43414348,neutral
