file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_16\03-01-02-02-02-02-16.wav,0 days,0 days 00:00:03.803791667,31.474478,0.07042556,29.603262,30.952635,33.858807,4.2555447,15.274039,6.5876126,12.139737,1.1924918,0.13374299,1.1765186,0.0042703548,0.04873866,0.2671088,0.26283845,3.650928,2.6259243,2.5549114,2.68932,0.037966635,1.5723827,13.9783945,1.468888,7.536092,1.8002993,2.4796565,5.6839623,0.36760142,33.334995,0.01701334,1.2406893,0.99548566,0.7084316,6.9682627,0.60528237,4.944214,1.6009302,25.139778,0.46733147,582.79956,0.30831647,1244.918,0.19416222,-123.9149,-0.7555626,1655.52,0.16118889,829.4132,0.4547531,-127.82838,-0.6818813,2706.8218,0.09748753,884.1871,0.5109338,-130.50266,-0.6418881,-15.410107,-0.55701184,25.276312,0.4650328,0.117010094,0.30700406,-0.02452692,-0.5006603,0.08355519,0.82397175,32.794235,0.49742055,9.384694,1.8141731,4.1728086,4.64709,-2.6745687,-5.905435,-2.5272105,9.431376,0.101241104,0.007899698,0.010399097,2.3746703,1.0695187,0.37,0.18179658,0.43400002,0.43074816,-46.001587,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-01-01-01-17.wav,0 days,0 days 00:00:03.503499999,25.043036,0.1394966,22.357262,23.331146,28.60233,6.2450676,86.75639,102.117935,23.305765,9.847798,0.13395092,1.4072307,0.008846884,0.016283398,0.270428,0.26158112,3.019243,1.7484328,3.6571832,1.866082,0.051143724,1.5883348,16.7408,0.90989447,9.70376,1.0463272,11.59328,1.0384774,9.452894,1.407096,0.025674487,1.0905626,1.3467041,0.68312633,3.6828918,0.8947307,4.100224,1.0833298,25.544102,0.258111,639.59314,0.47487053,1228.0868,0.3004099,-130.74893,-0.69862723,1604.9065,0.19056776,953.6693,0.34302068,-132.53386,-0.6577483,2703.3398,0.13761908,875.94055,0.5173393,-135.4575,-0.61445427,-14.228994,-0.49263042,25.570595,0.32028145,0.047047704,0.9069827,-0.010697022,-1.0046895,0.12984093,0.67484456,31.63449,0.45903763,6.934025,1.7284061,14.20172,1.1960338,1.9022352,8.3496065,-15.268938,26.671652,-0.028076418,0.010456761,0.0045880033,2.0057306,0.5813954,0.64,0.39,0.7033333,0.47618857,-43.757214,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-01-01-02-17.wav,0 days,0 days 00:00:03.536875,26.520151,0.10079007,24.924442,26.605228,28.922848,3.9984055,23.074886,10.159153,16.309273,7.037085,0.14715038,1.387059,0.009521661,0.026517086,0.28328177,0.2737601,3.3183146,2.2668035,3.140586,1.6780854,0.0629405,1.5339408,16.322643,0.91292095,14.126158,0.6934948,14.46586,0.7522281,11.368346,1.1211876,0.029359538,1.1233226,1.4088646,0.6486295,4.891376,0.62132907,5.152116,0.9911582,26.400288,0.2685362,544.80414,0.44883394,1248.1783,0.24181156,-134.26042,-0.66956395,1575.8644,0.17823467,986.5099,0.34369138,-135.52174,-0.62333614,2655.3853,0.113269314,1043.6122,0.49729803,-138.20163,-0.58487993,-16.661604,-0.51580787,27.581264,0.33773494,0.04385329,0.78325933,-0.014383197,-0.7965092,0.16342753,0.6011605,30.530115,0.49857205,13.298358,0.9553412,15.198455,1.110164,2.8315775,5.7226396,-17.662052,28.029186,-0.03734331,0.0091418475,0.0056625307,1.4204545,0.86455333,0.41666666,0.42710912,0.53749996,0.5178018,-42.361126,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-01-02-01-17.wav,0 days,0 days 00:00:03.737083333,25.429182,0.09935853,23.4259,25.834717,27.597862,4.1719627,22.107544,20.736513,28.376099,16.21604,0.15992352,1.3184283,0.010575115,0.022221021,0.31497544,0.30440032,3.5378299,2.7040303,2.619649,1.5338362,0.05938422,1.4517666,17.652859,0.85847825,13.856588,0.64613706,14.201316,0.7643317,10.393696,1.3423004,0.01585509,0.71423835,1.199023,0.7846721,5.00093,0.6097529,3.588305,1.1707757,27.110252,0.2568952,556.70245,0.50534636,1236.3774,0.21353735,-127.5896,-0.72146785,1528.1306,0.19184284,1028.5298,0.3893332,-131.05902,-0.6554357,2667.0427,0.14143799,764.0746,0.49005583,-133.79324,-0.6155612,-16.389627,-0.4284192,27.229618,0.2953982,0.04284233,0.89146334,-0.014912124,-0.93338513,0.13884524,0.6439179,31.494064,0.43796682,13.546701,0.87550163,15.064811,0.99988186,1.0045768,16.974174,-16.534956,27.595778,-0.037004035,0.0107214,0.008731231,1.6129032,0.5464481,0.715,0.265,0.7266666,0.4375944,-42.3218,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-01-02-02-17.wav,0 days,0 days 00:00:03.770437500,25.294052,0.090351254,23.31112,25.345783,27.417522,4.1064034,97.658195,176.09184,23.474287,5.6645236,0.17071238,1.2158014,0.010350374,0.028093517,0.37730157,0.3669512,4.053367,3.8974178,3.966889,3.3939755,0.06260822,1.4152192,17.142628,0.98069113,11.4353695,0.9362012,12.62999,0.9153353,7.60703,1.6393157,0.018172843,0.86989236,0.98416233,0.6236217,5.3651485,0.48596817,4.2652802,0.964446,28.835117,0.15814914,522.4124,0.4253016,1248.9326,0.18495747,-123.74769,-0.7554065,1488.9656,0.14659928,990.2413,0.43012166,-128.61037,-0.67838186,2620.179,0.1190826,1041.4552,0.5729518,-132.38333,-0.62311244,-16.668104,-0.39986825,27.499151,0.26678652,0.04758146,0.7855652,-0.01386782,-0.95111686,0.14377826,0.6139638,33.89909,0.36598268,12.410043,0.9564068,14.549031,1.1100073,1.1245744,14.607675,-11.15222,21.126736,-0.015959788,0.010440362,0.009016134,2.1276596,0.5390836,0.74,0.22,0.7266666,0.43091637,-41.90493,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-02-01-01-17.wav,0 days,0 days 00:00:03.870541667,25.51944,0.07883014,24.149435,25.308136,27.48681,3.3373756,21.897322,9.385481,27.202692,10.318935,0.14112356,1.1633084,0.011260924,0.04296181,0.2939807,0.28271976,2.371265,1.237909,3.3004668,1.9278278,0.049482353,1.3282268,15.861486,0.97014284,10.166647,0.9328116,18.639988,0.6396065,12.3058,1.1331207,0.019780397,0.9950434,1.2371593,0.72115195,5.118156,0.5418427,5.5793467,0.60961765,27.687777,0.2968466,570.2346,0.437596,1237.9717,0.28109965,-125.35148,-0.729178,1573.405,0.17184523,949.4683,0.35494748,-129.7925,-0.65555036,2699.5452,0.11664245,965.294,0.4388993,-132.38344,-0.61785877,-17.462637,-0.4537388,26.750875,0.35158047,0.030822217,1.2166418,-0.014642782,-0.7941627,0.113189064,0.5444486,30.632696,0.45859903,13.63493,0.7888503,18.364151,0.8845292,3.0985036,5.3443165,-13.273472,23.010918,-0.04065505,0.015621894,0.0073785484,1.8134716,0.78740156,0.50666666,0.32499573,0.555,0.5366796,-44.130974,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-02-01-02-17.wav,0 days,0 days 00:00:03.603604167,24.023186,0.059182692,22.568798,24.054958,25.305597,2.7367992,54.50055,53.96021,25.98295,15.782933,0.1110813,1.2962474,0.009354972,0.0192361,0.21719894,0.20784396,3.1853938,2.4552283,2.7267582,1.6049514,0.038802017,1.4499246,17.619686,0.85757697,13.354361,0.77355903,15.75555,0.6703474,8.0206785,1.6218612,0.018260716,1.1094061,1.423069,0.70038414,4.290117,0.6565785,4.9651246,0.7903541,28.072998,0.24094076,535.45166,0.44229278,1197.205,0.2179839,-137.13637,-0.6465038,1585.7701,0.18831801,898.65533,0.3774218,-140.25682,-0.59082556,2678.124,0.12439142,769.9659,0.40195823,-142.73082,-0.5548671,-17.225471,-0.42880422,26.705666,0.293074,0.029780572,0.9100348,-0.0145741375,-0.8379383,0.097915374,0.6108555,31.877531,0.4289789,12.607621,1.1424814,20.11335,0.7657813,0.34038636,51.45223,-17.098635,27.666714,-0.031348042,0.006072573,0.009162087,2.5069637,1.1299435,0.2925,0.084963225,0.45599997,0.5137548,-46.440517,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-02-02-01-17.wav,0 days,0 days 00:00:03.837166667,25.361586,0.11794756,23.475801,25.658394,27.435814,3.9600124,127.99078,165.25482,70.72661,89.56221,0.15454246,1.1947314,0.009694692,0.042134166,0.3070214,0.2973267,2.777044,1.5750277,2.1132166,1.2213221,0.055600405,1.404952,14.672354,1.1544273,14.14449,0.5371839,16.839226,0.70639765,11.536281,1.0291196,0.024651727,2.606974,1.0487902,0.76657385,5.2551484,0.57320124,4.3239746,2.738077,25.768463,0.23920013,553.40674,0.4500572,1202.5743,0.24732469,-127.51588,-0.7203457,1561.4774,0.17351112,1010.2812,0.44511262,-132.74576,-0.6393824,2593.5015,0.14722818,914.7501,0.43335727,-134.88802,-0.6079684,-17.288996,-0.3924025,26.77561,0.2826657,0.04251663,0.725879,-0.016950926,-0.7336903,0.12714222,0.63956153,31.578335,0.4198282,14.424668,0.63581866,17.229317,0.98643005,5.5355453,2.803952,-12.730753,22.072643,-0.027942294,0.011178302,0.012055319,1.8324608,0.795756,0.47666666,0.4230314,0.5675,0.47986323,-42.762547,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_17\03-01-02-02-02-02-17.wav,0 days,0 days 00:00:03.536875,23.832756,0.042225804,22.98309,23.647135,24.93612,1.9530296,71.44929,81.57154,20.6401,9.657366,0.12638333,1.2580833,0.010791188,0.018741883,0.25765276,0.24686158,2.494023,1.7566838,2.0495238,1.4394695,0.038727015,1.305723,17.635838,0.9553,12.557293,0.88341314,12.627897,0.84796256,9.453825,1.2452077,0.016953083,0.88306826,1.2740777,0.67719626,4.6491256,0.58502996,5.9213862,0.7502578,29.841845,0.23407255,557.196,0.47671106,1309.9636,0.30133662,-134.8401,-0.6606101,1503.66,0.21208991,1073.2366,0.43825108,-137.08984,-0.6172836,2593.7773,0.14051269,897.51166,0.44997555,-140.41292,-0.5688072,-16.470383,-0.47020373,28.082077,0.31604335,0.030658267,0.9101879,-0.014446392,-0.8386006,0.09488941,0.4483146,33.637543,0.45469332,12.646912,1.0561581,14.171191,1.0547115,1.5923007,9.890106,-15.050624,26.195032,-0.036887817,0.011794394,0.008995141,1.9886364,1.1527377,0.29749998,0.18833148,0.438,0.47300738,-45.39361,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-01-01-01-18.wav,0 days,0 days 00:00:03.470125,34.070915,0.061656296,32.032505,34.556686,35.93445,3.9019432,113.98837,34.69998,12.310955,3.4225733,0.10494582,1.1894586,0.0016451986,0.023000956,0.23060854,0.22896335,2.7664294,1.5607014,2.837459,1.3570106,0.03104871,1.4156568,12.286898,1.5505029,6.8186746,1.4907749,6.641789,1.6849765,-2.9951763,-4.240413,0.019199355,1.1372207,1.1820135,0.9958976,8.849826,0.4957394,6.5132036,1.1230897,28.10196,0.23874724,593.5995,0.36295855,1252.6123,0.20632093,-141.22667,-0.60231155,1651.5906,0.19858012,894.7945,0.4322868,-142.5883,-0.562733,2746.4292,0.11838027,748.34174,0.50899637,-145.10052,-0.5276855,-16.686201,-0.53973275,27.282846,0.35965186,0.109597795,0.22549292,-0.01786655,-0.7027893,0.07445613,0.5738163,31.321468,0.51674384,11.034057,1.3122772,13.002954,1.1283005,-13.275898,-0.99282956,-1.8431033,10.364562,0.091968305,0.011448879,0.0109325675,2.601156,1.4662757,0.218,0.09325234,0.44,0.45059958,-47.29624,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-01-01-02-18.wav,0 days,0 days 00:00:03.403416667,32.75719,0.06176046,31.133936,31.96612,35.05544,3.921503,40.73269,25.573984,8.618727,6.117656,0.0996909,1.1585078,0.0020295954,0.030232476,0.22547197,0.22344238,2.868586,1.8453485,2.4418745,1.2390239,0.026823599,1.3751173,13.412862,1.383728,6.2563896,2.0124733,9.735771,1.2793247,-2.0366151,-5.6885953,0.015759394,1.0573245,1.1033527,0.93806374,8.971461,0.3625607,3.0007186,1.6266403,25.967829,0.30044764,581.34094,0.37586662,1191.2416,0.19907774,-136.67618,-0.6374406,1637.1621,0.19612081,1031.0168,0.35747862,-139.18945,-0.5773199,2671.0874,0.11758295,714.68,0.4965197,-140.70624,-0.5552031,-18.595673,-0.48378277,29.424599,0.33578855,0.09332057,0.2955481,-0.019604083,-0.603645,0.061004315,0.579469,33.04531,0.42323384,13.418358,1.2517217,17.784567,0.82133496,-10.493932,-1.2374493,-0.8350258,9.040096,0.08401575,0.014021349,0.008379398,2.6548674,1.1976048,0.2925,0.09093266,0.5175,0.43791407,-48.373653,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-01-02-01-18.wav,0 days,0 days 00:00:03.636979167,33.470802,0.07438977,31.56887,32.848125,36.172695,4.6038246,49.988903,40.990833,12.869693,8.512244,0.11776683,1.2313825,0.0015857685,0.037012726,0.24198176,0.240396,1.9353402,1.2349439,1.8857627,1.2389191,0.0345799,1.3838702,15.078055,1.2688807,9.616756,1.4493991,6.3782363,1.9579873,1.8320469,7.5754232,0.012941762,0.8948341,1.0016862,1.0439333,9.625708,0.32588214,7.527465,1.0182537,28.076979,0.3037211,621.38513,0.33152214,1132.6711,0.14696296,-124.83566,-0.7165462,1711.8724,0.18969996,805.44415,0.3267662,-128.92389,-0.6409702,2816.5964,0.11921305,706.9008,0.57546574,-131.2722,-0.60636157,-19.7993,-0.4068253,30.533237,0.25013566,0.09804512,0.310881,-0.015007694,-0.7818223,0.075960815,0.6111868,32.847992,0.38667402,14.169592,1.1333514,12.121998,1.2946336,-5.2081943,-3.128442,-3.0691142,11.97971,0.09403082,0.017454648,0.00610106,1.6574587,1.1204482,0.37,0.20049937,0.39999998,0.41823435,-45.84628,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-01-02-02-18.wav,0 days,0 days 00:00:03.503499999,33.282433,0.0748557,31.172714,33.246788,35.62698,4.4542656,37.754868,33.483597,20.59435,8.23782,0.11621844,1.217149,0.0016126408,0.028031671,0.2501601,0.24854746,2.0488334,1.0837818,2.1968,1.1980813,0.033920903,1.4683462,14.340818,1.375013,8.39501,1.6055403,6.173247,1.7222482,0.86383647,14.924104,0.013036693,0.9218139,1.1986465,0.98458296,8.70404,0.49957818,7.47963,1.3118317,27.683758,0.29276186,632.1665,0.32932425,1154.1742,0.2162368,-130.55428,-0.67319345,1709.8569,0.20014495,793.92096,0.48560733,-132.64133,-0.6198857,2803.197,0.12236424,704.10376,0.61011904,-135.41577,-0.5810539,-18.25169,-0.4443128,29.497135,0.29907387,0.09879845,0.31180733,-0.015050897,-0.859081,0.07707637,0.6797982,32.294704,0.47508806,13.82452,1.0780119,10.906812,1.1377913,-6.1014843,-2.4140706,-2.3168015,10.993069,0.09355093,0.015117907,0.0075587723,2.0057306,1.4534885,0.26,0.13175735,0.5025,0.43378422,-45.697124,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-02-01-01-18.wav,0 days,0 days 00:00:03.603604167,33.66894,0.050170396,32.10287,34.052402,35.193626,3.0907555,81.536995,61.591362,15.21263,6.857548,0.093574755,1.1616324,0.0017454273,0.026496688,0.20389122,0.20214579,2.4617748,1.0551679,2.08002,0.9755849,0.023862295,1.4412766,11.864985,1.6016709,7.843111,1.4439268,9.449174,1.2533174,-2.1654494,-5.2940273,0.015919914,1.192399,0.9689318,1.0289946,10.175295,0.26712537,7.7527685,0.70184547,27.526371,0.221924,624.0385,0.36702767,1167.0361,0.17924887,-136.26997,-0.6314344,1712.2954,0.19913389,828.7327,0.3150746,-139.0964,-0.5718753,2833.08,0.103164606,643.7608,0.49225113,-140.7,-0.5484834,-18.148445,-0.5031913,28.72231,0.33963186,0.10801608,0.21684955,-0.012297475,-1.035349,0.05368976,0.6801905,30.903803,0.4331189,14.112223,1.0157272,17.54733,0.7499593,-8.599747,-1.5152816,-0.59137416,7.659343,0.09121226,0.011719196,0.007708836,2.5069637,1.4124295,0.25,0.11644742,0.43400002,0.44256523,-48.572475,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-02-01-02-18.wav,0 days,0 days 00:00:03.603604167,32.211895,0.06627461,30.189148,31.82044,34.900364,4.711216,67.853546,59.50643,16.268078,6.7382474,0.08373233,1.1226819,0.0016047352,0.04477486,0.17865312,0.17704839,2.4184148,1.3554363,1.9077345,0.99267614,0.022779247,1.4262481,12.9863825,1.5361966,9.348895,1.2940459,10.129538,1.2719588,-0.19759943,-57.44636,0.019347688,1.0986545,1.2492026,1.0280809,9.119551,0.3571868,3.0254297,1.7511656,26.923262,0.25058708,622.5837,0.35937506,1199.2863,0.17965852,-132.1438,-0.6579281,1742.7467,0.21011944,864.5999,0.3579561,-135.60439,-0.5934614,2816.4277,0.104895964,747.4172,0.47823933,-137.88039,-0.5612836,-20.315638,-0.41693676,31.449894,0.28786567,0.09537006,0.29306674,-0.015184645,-0.7377567,0.04718398,0.7070642,32.80606,0.3941786,17.099005,0.85850066,18.731495,0.7331671,-3.9330385,-3.3881934,-0.37581378,8.240724,0.09195506,0.0137277115,0.00899364,2.5069637,1.1299435,0.33499998,0.123389624,0.422,0.42541274,-49.598743,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-02-02-01-18.wav,0 days,0 days 00:00:03.603583333,32.833614,0.06931313,30.885042,33.581383,34.771805,3.8867626,98.6945,128.18721,25.662745,9.108209,0.09848484,1.1470567,0.001424403,0.02604364,0.21538329,0.21395889,1.6556958,0.8506147,1.5011408,0.8219891,0.026255917,1.3934914,14.032412,1.3379815,9.68205,1.3491834,7.529622,1.6029463,0.3271931,39.929802,0.017547024,1.1123261,0.86432815,0.77477413,9.3990345,0.38854942,4.5620055,1.2566067,26.60269,0.3237167,605.2403,0.3311588,1200.9807,0.18840177,-129.19255,-0.6875899,1686.8601,0.20118861,837.6047,0.3895216,-132.4932,-0.6209553,2830.9443,0.1164246,658.5899,0.7425243,-134.79617,-0.5872977,-20.271574,-0.3894254,31.382292,0.24704428,0.10170013,0.29667905,-0.016702456,-0.7243538,0.056873348,0.6171434,32.59295,0.3815157,16.788254,0.8331227,14.709868,0.9302175,-6.5013456,-2.2860024,-1.6717652,10.003243,0.096635595,0.015692582,0.0073592737,2.2284124,1.1299435,0.345,0.15819292,0.68333334,0.38421637,-47.76192,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_18\03-01-02-02-02-02-18.wav,0 days,0 days 00:00:03.603604167,32.96765,0.06441994,31.21612,32.539745,35.080032,3.8639126,25.107513,23.6922,18.402687,8.855297,0.110234566,1.2328638,0.0015519301,0.026422935,0.2514817,0.24992979,2.1820176,1.1213927,2.2308142,1.363035,0.030239375,1.4577092,13.029289,1.5295118,8.255462,1.5356345,6.3152175,1.8243282,0.8695611,14.838919,0.015893716,0.8847315,1.0025043,0.9524558,8.770525,0.44147336,5.903776,1.0520872,26.29832,0.31784713,602.954,0.36433598,1174.0293,0.2089855,-128.29916,-0.69611245,1679.2357,0.2001741,795.3471,0.3983958,-131.49501,-0.63521,2779.7837,0.12742844,695.87714,0.52158797,-134.39415,-0.593455,-17.520123,-0.45267525,29.498863,0.27963483,0.10292368,0.325218,-0.013175596,-0.96452427,0.07063389,0.61448693,32.328014,0.42398435,12.25173,1.2738119,13.308542,1.0284578,-4.986159,-3.0823817,-1.0246582,9.00346,0.09596965,0.016002866,0.0045832973,2.2284124,1.1299435,0.345,0.15467708,0.68333334,0.3988595,-46.755394,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_19\03-01-02-01-01-01-19.wav,0 days,0 days 00:00:03.670333333,26.239515,0.19259962,21.054596,24.78255,30.330204,9.275608,1.8694365,0.0,17.594786,0.0,0.061249275,1.1039703,0.0074580535,0.018686144,0.12495688,0.11749883,1.6137078,1.4339792,1.4163563,0.706271,0.015155046,1.2210311,13.564258,1.2248148,17.486252,0.5050447,12.075463,0.6222631,11.290101,0.9564778,0.0143461805,0.99704677,0.98650575,0.9116129,6.4240446,0.38048413,4.5623336,1.3381356,32.584484,0.24654078,510.98077,0.5097862,1195.327,0.2547185,-144.1684,-0.5898021,1469.2198,0.2442242,943.1965,0.3773677,-146.54936,-0.53276086,2570.977,0.13841768,920.97925,0.51269287,-149.50172,-0.49346235,-20.597692,-0.38419536,30.168505,0.32517096,0.044821996,0.9304007,-0.016756738,-0.7987434,0.032579716,0.5002768,29.087587,0.45815247,24.459417,0.34838226,10.14792,1.0674596,1.7667185,7.032757,-13.848353,24.142359,-0.014587984,0.01114397,0.0077051986,2.1857924,1.9390582,0.14999999,0.09885053,0.30124998,0.4131113,-55.044277,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_19\03-01-02-01-01-02-19.wav,0 days,0 days 00:00:03.670333333,26.654049,0.10324049,24.281065,25.247986,29.06157,4.780504,43.87927,59.231472,17.796625,3.742028,0.07108881,1.0744984,0.008373923,0.022089131,0.1377099,0.12933598,1.5545516,1.2215004,1.417781,0.68963474,0.017115772,1.1434568,15.780831,1.0150765,16.440212,0.5336229,12.695458,0.8676075,10.759643,1.1760455,0.01902661,1.2072184,1.0936929,0.9309116,6.395564,0.410142,3.8552172,1.1077613,32.575356,0.19520503,462.08377,0.48869273,1187.726,0.261357,-135.53236,-0.6665225,1366.7993,0.21842694,911.78644,0.254359,-139.43959,-0.5993891,2499.1963,0.10831506,734.0688,0.3849367,-143.70337,-0.5395551,-18.682774,-0.46477196,27.465067,0.32618088,0.062323693,0.45179167,-0.017950553,-0.8753954,0.03596072,0.4363488,30.682194,0.42426288,21.613216,0.52352756,10.037235,1.5447327,0.76482207,19.21429,-15.862677,26.415928,-0.025630398,0.0099426815,0.007962398,2.1857924,1.6620499,0.19333334,0.11115555,0.33142856,0.43297735,-53.882004,calm
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_19\03-01-02-01-02-01-19.wav,0 days,0 days 00:00:03.336666667,26.044289,0.12571335,23.480055,24.514124,29.64917,6.169115,147.84929,82.88678,27.117105,18.773937,0.08317897,1.2151734,0.008346667,0.014563762,0.19293672,0.18459006,1.909203,1.2240014,1.7461631,0.92866504,0.02156986,1.3890259,11.856037,1.4938385,16.109974,0.5384832,13.905969,0.8135668,8.207507,1.2711384,0.012360262,0.83208036,1.170287,0.8424917,5.671305,0.5338323,2.6383789,1.3413008,28.479528,0.27795503,483.48633,0.4221498,1206.2721,0.21809205,-139.84889,-0.6319929,1481.5626,0.19906744,868.5956,0.4000457,-145.35571,-0.5525161,2611.903,0.114746,684.13513,0.57697123,-146.9617,-0.52984506,-16.985466,-0.6189003,24.867237,0.44252932,0.05762442,0.49656153,-0.014222914,-0.91020995,0.048883516,0.6125154,27.874166,0.54484904,17.873129,0.61544394,15.536845,0.9793362,0.340635,29.02522,-13.051698,22.52414,-0.018907394,0.008627212,0.009869245,2.4096386,1.529052,0.19399999,0.13792752,0.436,0.44880283,-52.373055,calm
