file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-01-02-01-06.wav,0 days,0 days 00:00:04.204187500,38.078518,0.07894099,36.580517,38.39031,40.25262,3.672104,200.9602,132.52803,38.30751,32.74513,0.27211618,1.1712574,0.011713137,0.15192191,0.44503266,0.4333195,4.7205377,2.3873417,2.8262165,1.9277952,0.08579733,1.3757062,9.217693,1.9689407,-6.172522,-2.7599926,1.9128999,8.99338,-12.7285,-1.6911201,0.021670591,2.7819676,0.80530304,0.6333761,7.588724,0.69855106,5.7735853,2.043987,14.940179,0.7005289,483.7897,0.4289669,1135.6576,0.17348927,-156.95009,-0.51521677,1546.5881,0.19349623,769.5315,0.42888835,-114.39211,-0.8145025,2548.398,0.12385058,791.5803,0.47623813,-115.77837,-0.7910433,-9.018279,-0.84395623,18.403591,0.4564379,0.11980906,0.23935348,-0.016483443,-0.9195919,0.17835966,0.6885438,22.524132,0.61248773,-14.394091,-1.3450726,-0.31660524,-66.180115,-27.219381,-0.7605226,2.358987,5.5823417,0.07481353,0.0069400426,0.011480299,1.9093078,1.4492754,0.30333334,0.16193277,0.31285715,0.40643802,-39.93807
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-01-02-02-06.wav,0 days,0 days 00:00:03.903895833,38.47915,0.069089085,37.80343,38.55127,40.357086,2.5536575,165.88425,136.09427,29.464563,13.718867,0.29570568,1.242559,0.010178292,0.13107616,0.51015246,0.49997416,4.2378325,2.256139,4.831153,3.0920978,0.10261976,1.3450286,7.678937,2.1928082,-4.320249,-3.5152996,1.3446766,13.436311,-9.871391,-2.2293174,0.02674951,1.9435776,0.9523776,0.86279076,8.245271,0.6175507,6.5960374,1.9211829,15.343337,0.7505705,517.8699,0.46443495,1131.0891,0.23630482,-159.43076,-0.48601684,1578.1315,0.1822241,809.7139,0.43249413,-117.57032,-0.7937619,2597.0662,0.107471995,726.4455,0.4734649,-118.63876,-0.77485937,-9.547885,-0.8293906,18.491327,0.48937497,0.11469713,0.3118389,-0.01664501,-0.7928184,0.22304492,0.59771156,20.386095,0.63463056,-11.9988575,-1.4622942,-1.9909797,-11.47805,-27.44467,-0.8110284,2.03292,5.877516,0.066462465,0.009056343,0.011740972,1.7994859,1.0416667,0.41,0.24586582,0.422,0.4214926,-37.37456
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-02-01-01-06.wav,0 days,0 days 00:00:04.104104167,51.127262,0.09395763,50.43261,52.77766,54.21507,3.7824593,126.92661,150.42685,66.53929,72.270744,1.3556223,1.1882962,0.016038949,0.44005314,3.1469927,3.1309538,26.758173,13.133326,20.522583,10.147097,1.1771351,1.4669297,1.1521647,9.531476,-20.346392,-1.1072998,-4.804197,-3.1977332,-14.191479,-1.3629341,0.03508027,1.1174741,1.2172557,0.5485678,6.7145863,1.0601972,5.6397843,2.2921913,10.394749,1.1688331,993.96625,0.26744464,832.3342,0.3622705,-124.404976,-0.7604808,2016.2719,0.14855063,850.253,0.41337743,-103.68133,-0.9124368,3025.5918,0.11319291,780.96124,0.4203853,-106.23234,-0.86593115,1.9313796,3.5713074,11.456805,0.64412814,0.060851686,0.7936714,-0.009063898,-1.4541395,2.3299415,0.7867066,3.2478876,2.9808896,-39.16889,-0.40373468,-12.277147,-1.3680673,-28.916056,-0.54069483,-0.07914827,8.253916,0.038594835,0.006005132,0.043748457,1.9559904,0.990099,0.5025,0.30218992,0.38799998,0.36383513,-18.650213
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-02-01-02-06.wav,0 days,0 days 00:00:04.204187500,50.431366,0.10595161,47.630733,52.341038,53.602478,5.9717445,82.55897,60.509705,71.789894,39.265285,1.2976,1.175756,0.034820177,0.4352258,2.9898186,2.9549985,24.800646,13.377461,21.581429,12.307067,1.1605947,1.5168594,0.8987397,11.623299,-20.741913,-0.99941134,-2.7746568,-5.0977926,-13.899451,-1.3316842,0.053283315,1.271436,1.2313747,0.6171406,6.320585,1.203467,3.284872,3.244101,7.7972107,1.5835873,999.2362,0.2723538,790.5421,0.34598118,-123.86851,-0.76817644,2016.9971,0.14151265,862.902,0.46682337,-103.03945,-0.9391261,3037.2808,0.108446084,855.1809,0.46982756,-105.355675,-0.88784987,2.1694112,3.2461948,10.937335,0.61252034,0.053014908,0.8795735,-0.008363168,-2.050668,2.2880528,0.8406027,2.5308924,3.7419615,-35.699863,-0.5277833,-9.833458,-1.6025248,-25.985622,-0.6442953,1.6194743,5.1220155,0.051116508,0.0032935143,0.04980924,2.1479714,1.2077295,0.406,0.19925861,0.3333333,0.3091206,-19.580177
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-02-02-01-06.wav,0 days,0 days 00:00:04.437770833,48.71659,0.12524405,47.92541,49.71564,51.491734,3.5663223,1295.4064,1501.3173,-44.825916,67.13768,1.2332783,1.1312023,0.016764201,0.46394122,2.711791,2.6950269,17.212643,11.179959,15.266771,7.6956296,0.9042076,1.3696191,2.3941064,4.537914,-18.259903,-1.3115692,-5.9392915,-2.4872332,-14.096898,-1.6107209,0.022466477,1.4698694,0.997858,0.66367024,9.173283,0.7339914,7.29702,2.0641704,11.46962,1.6923225,967.65186,0.27263242,964.4569,0.30915427,-113.502464,-0.8709492,1990.4136,0.14184558,858.23425,0.50611454,-102.196106,-0.9312083,3012.532,0.091355294,738.6744,0.47218195,-104.266754,-0.8934317,-0.93944454,-7.63948,13.1168165,0.53074485,0.10922122,0.42622557,-0.0054209507,-2.7569597,1.7753065,0.69618577,5.650347,1.7043656,-36.783276,-0.54139006,-13.339487,-1.0668485,-33.112545,-0.441368,-1.878151,11.2553,0.03626982,0.007826812,0.026702847,2.036199,1.3729978,0.35999998,0.2017424,0.345,0.39271492,-20.758553
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_06\03-01-05-02-02-02-06.wav,0 days,0 days 00:00:04.471125,48.04719,0.12677377,46.932636,50.36982,51.512268,4.579632,530.8251,686.5998,38.663315,13.503898,1.1191118,1.1561484,0.047270223,0.35138348,2.4879673,2.440697,24.675127,14.17014,14.662499,7.2168293,0.9199782,1.3931832,2.516186,4.552961,-19.492195,-1.1392449,-1.2954862,-13.671087,-16.011122,-1.4146552,0.029372904,1.7244754,1.0481894,0.68652,8.381465,0.91122705,3.4097242,3.2693162,9.4341135,1.4791615,879.92224,0.39748332,748.58875,0.38600862,-120.126656,-0.7992708,1878.6642,0.18917641,787.13354,0.35379592,-97.49867,-0.99507445,2925.7788,0.124596015,670.3153,0.46501458,-100.24445,-0.9388847,1.1383835,7.9728985,12.135832,0.7374314,0.0842942,0.5836029,-0.0069439244,-2.124411,1.7481947,0.7518458,4.8406353,2.229497,-34.869423,-0.5664411,-6.6381245,-2.9772706,-32.08325,-0.60352796,-0.4509393,10.039114,0.03345963,0.004417088,0.02276143,2.0179372,0.9070295,0.57,0.099749684,0.412,0.428411,-21.098013
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-01-01-01-07.wav,0 days,0 days 00:00:04.004000,31.796759,0.15198848,30.499207,33.054276,34.719067,4.21986,163.58136,199.76523,46.568474,4.80309,0.4558725,1.2418631,0.017962972,0.19341093,0.9606853,0.9427223,9.531322,4.655944,11.208065,5.450093,0.22952831,1.3442311,11.648437,1.285632,0.3138028,47.800186,11.381471,1.4644127,-1.8554187,-10.654022,0.045113087,2.3879824,1.3072156,0.70948875,3.9812794,1.1011381,3.7068443,2.5185282,12.275514,0.5978351,645.7833,0.4273277,1059.9675,0.2893956,-121.58046,-0.781069,1750.0201,0.1816439,702.03973,0.5581095,-117.00604,-0.78002393,2698.7065,0.12765248,782.631,0.60650235,-116.26078,-0.7909599,-8.131209,-0.761122,15.537478,0.46717662,0.03431205,1.646341,-0.015497893,-0.99522233,0.47725898,0.65080947,20.943434,0.59500724,-2.748694,-5.6854644,18.015686,1.1010619,-14.477739,-1.4260486,-12.93702,24.942043,0.00904152,0.009748614,0.03373272,2.0050125,1.0152285,0.435,0.25223997,0.422,0.44673932,-33.548214
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-01-01-02-07.wav,0 days,0 days 00:00:03.970645833,36.47769,0.1573673,35.24513,38.183132,39.732384,4.487255,171.6421,164.8267,121.93026,130.47415,0.7655344,1.2782131,0.012819937,0.29485697,1.4798899,1.46707,16.718098,9.043093,16.554718,9.23475,0.5306016,1.382788,12.070542,1.0038204,-0.9194388,-15.231769,9.763973,1.5518634,-2.3680494,-8.655209,0.043415464,1.803025,1.2744006,0.6964038,5.2801757,0.936569,3.7384756,3.0632555,8.768047,1.0583895,792.31775,0.34451845,1025.903,0.28709805,-126.00263,-0.7250986,1850.7748,0.15713418,646.29767,0.49482414,-114.23976,-0.7983791,2896.717,0.10084952,685.2904,0.442594,-114.03591,-0.80049026,-6.816398,-0.898391,13.766296,0.5162549,0.022021528,2.212788,-0.017909657,-0.7909213,1.1025296,0.67323035,18.511805,0.5615566,-8.403437,-1.8737942,13.516675,1.4245106,-15.69066,-1.3431156,-15.71654,26.065527,-0.024520576,0.0049517276,0.040170096,2.0202022,1.2787725,0.35599998,0.26462048,0.402,0.4343915,-26.34747
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-01-02-01-07.wav,0 days,0 days 00:00:04.004000,24.573196,0.12999874,21.73264,24.179039,27.692116,5.9594765,217.02428,290.15765,63.51772,27.020866,0.20151146,1.1795126,0.0017311396,0.065115266,0.42508465,0.42335352,2.963424,2.0251653,4.1925073,3.0120342,0.06651752,1.3663417,13.161018,1.2826065,5.4725323,2.3004675,9.911546,1.7259661,-0.28602907,-66.932076,0.04306023,1.2073601,1.2771977,0.6315103,1.212049,3.3360283,2.4955611,2.8642669,13.763243,0.5342184,662.7976,0.43144137,1076.9346,0.24975537,-130.18518,-0.70355207,1753.6866,0.19505313,717.3492,0.6339167,-131.88715,-0.66401833,2757.0461,0.13159086,647.5224,0.42072454,-131.30186,-0.6735561,-9.734347,-0.61454946,16.893625,0.4730376,0.077018104,0.48257768,-0.018730864,-0.7906167,0.15869826,0.5582409,26.093527,0.389951,-0.48522514,-30.581882,22.280533,0.84981567,-13.436415,-1.825771,-5.522393,15.669882,0.07255392,0.011794252,0.016845714,2.255639,1.2690356,0.28599998,0.1105622,0.39999998,0.38548672,-42.457882
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-01-02-02-07.wav,0 days,0 days 00:00:04.004000,29.63522,0.15756437,26.30882,29.749495,33.93678,7.6279583,214.65294,316.4077,133.19504,112.52534,0.36753842,1.1947473,0.0027447226,0.13753797,0.80907005,0.8063253,8.097775,4.024041,7.995827,5.403669,0.18585677,1.3734717,11.526193,1.445535,4.2741117,2.8333852,10.620399,1.6392027,-3.6640465,-5.270226,0.048899885,1.594374,1.5161575,0.6351344,2.8733866,1.5622097,3.665939,3.2654738,16.060968,0.48369685,680.05566,0.42910543,1095.8652,0.32255873,-122.26776,-0.75242555,1744.8164,0.1971917,719.8404,0.5044515,-118.43409,-0.75850534,2785.5596,0.12593693,649.45087,0.48355886,-119.34667,-0.7437297,-9.804605,-0.764704,17.910784,0.55273694,0.07055403,0.6568442,-0.019812992,-0.71395355,0.37912384,0.6762073,23.612774,0.52992386,1.0530416,12.957318,17.25684,1.296063,-14.263823,-1.6793193,-4.210643,12.601115,0.056643195,0.010739886,0.042739023,2.0050125,1.5228428,0.28333333,0.08749603,0.35,0.3931073,-34.928448
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-02-01-01-07.wav,0 days,0 days 00:00:03.603604167,34.89722,0.12054245,32.700153,34.478977,38.029945,5.329792,95.83745,30.14418,62.096153,32.192245,0.6580904,1.3780003,0.028199814,0.14553641,1.3252943,1.2970945,18.484945,9.245304,17.455894,9.67743,0.53914547,1.6423175,14.179253,0.78031635,1.6225275,8.550336,12.6598425,1.1998656,4.2645698,3.6195743,0.048725747,1.1043932,1.6823748,0.53613436,1.1384802,3.7794847,4.716799,2.2433875,8.642805,1.0275697,786.6983,0.36472306,960.2743,0.35374662,-147.42976,-0.56557614,1873.7253,0.15306887,702.82336,0.492777,-137.62012,-0.62352324,2850.0999,0.11541639,795.264,0.43639585,-136.95384,-0.63205415,-6.0524917,-1.1117393,11.501121,0.61453825,0.016769102,1.995127,-0.017157344,-0.9141875,1.2697659,0.7597156,17.115395,0.58572,-4.7329183,-3.341759,19.389757,1.0764842,-3.721681,-5.068284,-21.298244,32.75389,-0.04475379,-0.000872368,0.1766328,1.9498608,1.6949153,0.19,0.13241349,0.45,0.44004548,-27.798328
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-02-01-02-07.wav,0 days,0 days 00:00:04.004000,37.7515,0.1704686,35.209457,38.075558,41.92975,6.720291,185.23628,120.650116,67.7685,43.033363,1.0139376,1.3932911,0.022434123,0.33010936,1.9812684,1.9588343,29.439156,23.770348,18.893627,11.398541,1.0615486,1.6873299,9.970764,1.2226789,2.1506886,7.466921,14.048392,1.0951915,3.1969795,6.1538167,0.053302586,1.7358416,1.1928836,0.6981323,3.347185,1.2880458,1.241184,21.853243,2.0930984,12.555889,748.8932,0.37559628,1048.6313,0.28252503,-142.98819,-0.6007243,1814.1921,0.14961918,671.8334,0.59111845,-129.21544,-0.6831221,2837.0598,0.104792915,777.6522,0.3145985,-127.581055,-0.70812047,-5.563914,-1.3133504,11.345618,0.7829298,0.014275237,3.5099733,-0.015788179,-0.8103189,2.3874824,0.8963853,13.728274,0.68797565,-9.422818,-1.5945946,17.946123,1.2003278,-8.203518,-2.9350545,-21.95245,32.895267,-0.060516667,0.0008389151,0.23979944,1.754386,1.7766498,0.20857143,0.12597375,0.33142856,0.43962413,-21.73212
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-02-02-01-07.wav,0 days,0 days 00:00:03.837166667,42.54561,0.1291059,40.14628,43.113434,47.170704,7.0244255,63.259388,61.513554,76.72166,52.39619,1.4841698,1.3147686,0.017191809,0.18515693,3.4867654,3.4695735,23.70483,16.267527,30.563505,22.719965,1.2406663,1.5240424,6.3631997,1.7650726,-6.674532,-2.8717544,5.4274244,2.1772962,-5.543149,-4.1604567,0.02512033,1.2814347,1.12052,0.6247955,5.9113526,0.94647276,6.356186,1.6275455,3.5286584,2.7936575,1055.7456,0.17147303,775.83813,0.48477754,-122.80122,-0.76182926,2088.6338,0.10466805,684.9256,0.45950735,-119.85406,-0.7810977,3087.8438,0.061924774,712.3409,0.39852327,-119.959076,-0.7791705,-1.910548,-2.5732388,7.7334275,0.81353027,0.08701902,0.49389172,-0.010988717,-0.9607537,2.8654735,0.6863931,7.8384476,1.4667723,-23.394123,-0.6148902,3.223348,4.8388286,-25.961773,-0.8490818,-11.523504,23.029188,-0.013759105,0.0055793272,0.094608426,2.094241,1.061008,0.3875,0.17739433,0.42599997,0.42673644,-18.375927
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_07\03-01-05-02-02-02-07.wav,0 days,0 days 00:00:04.337666667,38.710434,0.14516999,37.29665,39.946064,42.85062,5.5539703,89.736725,94.57036,40.413773,37.315243,1.3577192,1.2930876,0.021005038,0.33880576,2.945335,2.9243298,23.782337,11.758055,20.365572,13.091574,1.0958605,1.4054886,10.539241,1.2481879,-2.2233226,-8.840819,8.759796,1.7061098,-2.1550603,-10.460568,0.042190697,1.6759049,1.1606662,0.62371355,5.188865,0.92651325,8.280571,1.1734054,8.886738,1.0076367,926.3595,0.29171845,907.819,0.4251039,-115.936874,-0.8204858,2021.465,0.14332214,709.17914,0.5257519,-108.62915,-0.86847454,3006.587,0.08346309,878.5051,0.4122187,-108.34726,-0.8730021,-4.242255,-1.8206174,11.303175,0.8103915,0.045869324,1.196726,-0.011463508,-1.3998048,2.22691,0.7079938,13.333149,0.8731849,-14.972022,-1.2983173,10.409665,1.7549328,-15.8293,-1.5970205,-19.815992,31.578764,-0.037110448,0.004160975,0.05811416,2.0833335,0.9367682,0.51,0.2869669,0.42799997,0.44445023,-20.317623
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-01-01-01-08.wav,0 days,0 days 00:00:03.703708333,36.528404,0.13245271,35.214836,36.67445,40.33824,5.1234055,230.52718,171.85889,127.76997,108.85832,0.28350067,1.335315,0.010437499,0.055926036,0.5757699,0.5653324,7.9615574,4.9945526,8.7970705,5.5399685,0.16084445,1.6235225,15.110132,0.9584637,4.930317,2.9867647,10.522309,1.4225496,-2.0601156,-8.810312,0.02801622,1.6862314,1.2961966,0.6718511,5.785147,0.97675204,3.6968687,8.40226,12.482321,2.654403,569.38934,0.39901376,1161.5502,0.22378868,-148.15765,-0.55863124,1609.985,0.20316242,1013.8364,0.4980133,-134.63326,-0.6434197,2705.685,0.12924753,764.27435,0.4814592,-136.75204,-0.61073864,-11.558726,-0.827016,23.918652,0.38266483,0.0446315,1.2845889,-0.0120979175,-1.1974894,0.41286132,0.7102073,26.394516,0.5315285,-1.9854395,-8.406578,12.191381,1.7156701,-19.621698,-0.9253377,-13.966961,25.037825,-0.009432571,0.005477402,0.019527214,2.1680217,1.0989012,0.325,0.24088378,0.56,0.5062114,-36.02871
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-01-01-02-08.wav,0 days,0 days 00:00:03.603604167,35.487698,0.13707958,32.575645,34.62959,38.145958,5.5703125,365.0549,96.102974,68.45023,64.88116,0.2786989,1.3600646,0.009541294,0.04913197,0.5291259,0.51958466,8.063229,6.777355,7.2494717,5.051069,0.14318316,1.5166941,14.495374,1.049829,8.795719,1.5672253,10.104088,1.4179994,-3.3494067,-5.6608853,0.025714625,1.6888986,1.2192752,0.6860085,6.2745185,0.99065334,4.236282,2.6695461,16.495834,0.8391371,525.3636,0.34243545,1149.6958,0.20809735,-137.9087,-0.64539,1606.8271,0.19396953,822.8258,0.46438313,-130.323,-0.6695898,2682.2947,0.108994514,733.13855,0.48149794,-132.16943,-0.6394202,-13.31528,-0.7226989,24.921602,0.38546294,0.026552424,2.1088035,-0.0154288085,-1.0108814,0.35151258,0.64726174,25.671156,0.59329146,2.6736383,6.779734,12.758513,1.5314363,-20.652168,-0.8192696,-16.441395,28.334024,-0.02737761,0.0060089803,0.014230076,2.5069637,1.1299435,0.33499998,0.25004998,0.525,0.495101,-35.69654
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-01-02-01-08.wav,0 days,0 days 00:00:03.536875,34.247555,0.090424635,32.588356,34.22688,37.02566,4.4373055,151.33055,163.03748,28.44423,16.731983,0.22894679,1.3635615,0.009916026,0.021908658,0.49301836,0.48310232,5.793838,3.9809294,6.1567073,4.266406,0.10682089,1.5331422,15.859659,0.98565227,11.280422,1.1347923,8.657583,1.8078878,-0.6037508,-33.67654,0.017153874,1.2052256,0.9960616,0.85139465,7.690843,0.5430197,9.455841,0.9491514,26.387564,0.34933507,530.9499,0.36995178,1166.1013,0.24066101,-142.74124,-0.6118178,1589.9655,0.1989035,727.8805,0.42741755,-140.06436,-0.6006459,2774.4624,0.103021555,738.247,0.5831912,-142.78807,-0.5595369,-13.853473,-0.6834621,25.776316,0.38521895,0.10112258,0.35338783,-0.016581697,-0.85003877,0.28537366,0.5799802,28.449406,0.56395566,7.080476,2.128854,10.910115,2.053524,-22.853748,-0.8765515,-16.83227,29.293917,-0.023337778,0.008569439,0.018236764,2.2727273,1.1527377,0.2825,0.15833113,0.56,0.49754396,-38.106514
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-01-02-02-08.wav,0 days,0 days 00:00:03.570229167,35.594025,0.076642856,33.914318,35.69043,38.115067,4.2007484,156.2899,203.55702,29.70914,15.25902,0.24979043,1.3307842,0.00948797,0.024256092,0.53915864,0.52967066,6.44842,5.3331575,6.435293,4.8080935,0.123662844,1.4531537,15.415465,1.0441521,12.185186,0.96373653,10.122449,1.251368,-0.8953753,-24.07461,0.026590858,1.0335333,1.1924374,0.7705261,7.5660625,0.69604623,10.005992,0.8324802,24.325598,0.38865954,543.976,0.41859615,1233.1145,0.19622453,-150.22905,-0.5475373,1550.1814,0.22701724,863.51636,0.60554445,-135.85681,-0.6271323,2726.9058,0.10801526,565.5558,0.5971027,-138.54651,-0.5870351,-15.62019,-0.56808716,25.470705,0.36904922,0.08823569,0.41230294,-0.018174639,-0.7185039,0.31629297,0.5347046,27.950113,0.53581214,7.044754,2.1794028,10.622778,1.6953348,-22.872803,-0.95256567,-18.0181,29.942347,-0.02533606,0.0072486666,0.01598815,2.247191,0.56980056,0.635,0.255,0.72999996,0.42055517,-36.805702
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-02-01-01-08.wav,0 days,0 days 00:00:03.970625,40.69801,0.12454864,37.27186,40.84136,43.565117,6.2932587,202.4192,240.33838,33.478455,37.873455,0.53106666,1.2814174,0.016397486,0.21604308,0.94772434,0.93132687,13.735056,13.461875,13.861675,9.048535,0.41269073,1.5606745,13.527725,1.0920442,-0.618322,-27.389648,5.262788,3.4277654,-9.876993,-2.1903315,0.03406633,1.4317436,1.2950873,0.61110693,6.760365,0.77316034,4.8807344,1.9222322,12.255397,1.2535572,680.1792,0.40261468,1118.8247,0.24237435,-148.45451,-0.5625132,1683.0352,0.17731689,810.3642,0.46362853,-120.527115,-0.75964284,2866.1853,0.098652504,686.08453,0.6075684,-123.271805,-0.71454877,-7.6565266,-1.2273655,21.162994,0.49861625,0.032455876,1.7677197,-0.008601853,-1.8261586,0.89808244,0.7971302,20.895584,0.7377388,-10.0444145,-1.775287,5.81388,4.0801554,-27.874147,-0.64697534,-12.8052435,25.07062,-0.015252534,0.008215514,0.060522024,2.2727275,1.2787725,0.324,0.3790831,0.43400002,0.3848948,-28.460752
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_08\03-01-05-02-01-02-08.wav,0 days,0 days 00:00:03.770437500,41.006496,0.16517209,39.205853,42.931267,46.29231,7.0864563,237.8902,282.45178,125.75871,48.205254,1.0117135,1.5252804,0.023914106,0.11542225,1.957085,1.9331709,23.703388,17.315247,33.06579,25.807646,1.0669256,1.8318185,10.683359,0.95294917,-6.5417237,-2.8806581,8.075525,1.866954,-10.755991,-2.2139127,0.063201465,1.6659111,1.2723919,0.9505963,5.4424787,1.0482883,1.6398829,12.7440405,6.8085732,2.9348,799.2923,0.35402796,1058.1737,0.34299496,-141.38525,-0.6326454,1860.7229,0.16184287,694.33246,0.47924888,-124.730125,-0.7394241,2940.0364,0.09701021,633.77454,0.5554482,-124.86475,-0.73562044,-5.008579,-1.6283306,14.925845,0.49491858,0.035431698,1.5176634,-0.006296683,-2.0701556,2.6497953,0.8895304,13.279284,0.8306759,-16.885473,-1.2493614,7.0969095,3.057455,-33.054337,-0.6214867,-10.45121,21.333637,0.0041328496,0.008485791,0.040487252,1.8617021,0.8086254,0.48666668,0.2013841,0.72333336,0.45507017,-20.39165
